Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,902.4926304222473
FDU32,OUT049,2123.2936084510666
FDY27,OUT049,2800.261858725331
NCP54,OUT013,2062.196794384923
NCZ41,OUT049,2114.781921990562
DRL49,OUT013,2277.3973527567255
FDI05,OUT018,1074.2506350340366
FDY56,OUT045,3963.1419487304856
DRC13,OUT013,2048.2984201694762
NCV29,OUT017,2985.080874737554
FDR24,OUT049,1445.4044959453113
FDZ34,OUT018,2961.6783642591126
FDP37,OUT035,2098.5905421325783
FDX08,OUT027,4825.399446500994
FDS57,OUT045,2104.872132591366
NCG18,OUT049,1711.9425865906157
FDK25,OUT018,2668.648783372193
FDH53,OUT049,1286.3199990364212
DRI59,OUT018,3253.5496589318263
FDA52,OUT046,2735.6353658683574
FDT20,OUT010,99.96929596919065
FDE36,OUT019,483.8049093090764
FDI24,OUT017,2927.5802276250397
FDB28,OUT018,2980.6151288241285
FDV11,OUT017,2924.3057767370565
FDP01,OUT046,2260.6430714071894
FDD34,OUT027,4053.4391374473626
FDJ50,OUT027,1530.0407374975312
FDZ44,OUT013,1911.9894940563174
DRO59,OUT035,1247.4202303830166
DRB48,OUT045,748.9625517678561
FDR21,OUT018,2740.8168964898496
NCE42,OUT010,898.9318012190437
FDO23,OUT046,1445.7399411335848
NCE30,OUT018,2947.195615397087
FDQ22,OUT035,760.326292992068
FDY01,OUT045,1821.0612062236162
FDS08,OUT017,2821.312612222679
FDG28,OUT018,3171.553135622644
FDQ51,OUT018,628.2496349516132
FDB05,OUT017,4120.392106072961
FDO56,OUT049,1963.6504669858982
FDE02,OUT018,1236.8607385783923
FDN45,OUT017,3759.8626833519197
FDS09,OUT013,780.5931592020726
NCA54,OUT018,2809.658088092512
FDP09,OUT010,627.3495350303475
FDC53,OUT045,1570.2952859887735
NCM55,OUT017,3185.6945281431163
FDL09,OUT018,2616.070714915276
FDA11,OUT019,378.5732256030412
FDA50,OUT045,1521.4032043422042
FDC23,OUT017,3154.134380690167
FDE22,OUT049,2590.9147672646363
FDD23,OUT046,3105.2968550096734
NCA29,OUT049,2954.7374505831253
FDK38,OUT046,2305.9981308260985
DRC13,OUT046,1964.5602349483022
NCP43,OUT049,2928.4001777679605
FDX28,OUT049,1625.4667522678888
FDF08,OUT049,1467.0677187731194
FDZ33,OUT046,2308.260615831473
FDD10,OUT049,2797.6370805579836
FDO58,OUT017,2747.139165771788
FDI50,OUT017,4270.11079462651
FDO58,OUT045,2628.953162680418
FDX08,OUT013,3000.9356207987275
NCK17,OUT010,99.95218467349312
FDF39,OUT035,4289.083443816643
FDU45,OUT010,567.6495942102925
NCJ18,OUT018,1503.3172373116104
DRC27,OUT019,559.2057907439888
DRC25,OUT035,1424.5629881063023
FDU59,OUT035,2562.2046347268088
FDU28,OUT035,3206.2898109992752
NCP30,OUT046,677.7065675356922
FDB39,OUT018,725.8578552645961
FDE41,OUT013,1342.2655147397995
DRH11,OUT010,236.2163436644493
FDA58,OUT045,3746.1945397903155
FDU50,OUT046,1731.7546874608825
FDM34,OUT013,2091.1101359335576
FDM44,OUT027,2641.99377983287
FDR39,OUT045,2940.9958278245367
FDM25,OUT045,2835.8675438568994
FDQ49,OUT049,2444.1144467929958
DRH25,OUT018,694.9151689189255
FDM09,OUT027,4432.398513766157
FDL44,OUT019,451.81632487551923
NCR42,OUT018,538.0552944894685
DRL59,OUT046,873.1975781307709
FDX43,OUT013,2730.4184073967463
DRK47,OUT010,809.0502346823674
FDU48,OUT018,1723.9273798987963
FDY12,OUT045,793.8802160569134
NCN43,OUT018,1640.3232317877646
NCM55,OUT018,2939.5007707298296
FDQ21,OUT027,3227.3677737279427
FDX13,OUT035,4346.40362197472
NCK30,OUT027,6172.390327860814
FDG20,OUT049,2827.8248828926603
DRG27,OUT017,748.3310718447165
FDY14,OUT018,4015.824939462196
FDP59,OUT035,1616.3453876708356
FDU60,OUT017,2915.063918219688
NCC18,OUT019,386.16391273969947
DRJ39,OUT017,3749.977109921215
FDS07,OUT049,1941.394588494378
FDM08,OUT027,6130.3046113502805
FDP51,OUT045,1936.5009840023438
FDU16,OUT035,1334.1095865107884
FDH12,OUT013,1655.9794520839494
DRE48,OUT010,658.7514790885019
NCL42,OUT027,5933.924215385538
FDR21,OUT045,2807.1527520547816
NCW29,OUT035,2212.5361595541735
FDO11,OUT013,4222.149000870789
NCM31,OUT049,2187.8471630038403
FDV35,OUT019,378.43168930189995
FDF58,OUT017,1028.3556256959796
NCE43,OUT049,2847.2943946587197
FDA02,OUT035,2395.075253810107
DRL37,OUT010,117.19144686218651
FDR24,OUT018,1194.8918469830446
FDW59,OUT049,1328.4476494482537
FDS22,OUT049,771.8615955722953
FDW24,OUT017,833.8856026578409
FDU24,OUT035,1658.6205583537317
FDA21,OUT027,5219.878320468501
FDH58,OUT027,3010.9575102414137
FDW36,OUT018,1321.6796567637332
FDI45,OUT027,4748.416315382356
FDU01,OUT018,2975.6359038528067
FDF35,OUT027,2725.565251771129
FDU43,OUT019,647.0064495770836
FDE24,OUT019,391.00537371175693
FDK50,OUT049,2746.4324681651206
FDG31,OUT045,1012.7956969652851
FDC60,OUT045,1437.976357896947
FDL36,OUT013,1430.1997763017664
FDP21,OUT013,3090.20800281817
FDW16,OUT045,1413.9374642029798
FDX02,OUT017,3989.393573827654
FDQ58,OUT027,3554.6365201089097
FDT51,OUT046,1699.615248891005
FDD59,OUT049,1292.3707011090441
NCM42,OUT018,1366.175479177065
FDA57,OUT018,534.6395518318178
FDZ48,OUT035,1922.8759491706217
FDE46,OUT045,2363.5819796762044
NCZ30,OUT019,383.0505450534432
FDB56,OUT017,3172.807413543616
FDA25,OUT027,2609.470681772795
FDD20,OUT013,2107.404193726089
FDL25,OUT013,1450.4451526257558
NCO18,OUT049,2972.6358269656744
FDJ45,OUT017,774.9822387159857
FDR12,OUT035,2883.2694141537745
NCF19,OUT010,141.39207253511228
FDK25,OUT046,2607.0531566463537
NCR17,OUT046,1812.7091336559974
FDC52,OUT046,2332.9197640098023
NCA54,OUT017,3066.3408385342345
FDR45,OUT010,882.0855144765452
NCM19,OUT049,1952.6178721131403
FDF39,OUT027,5152.206480960681
FDX23,OUT049,1620.9104933739136
FDD58,OUT027,2551.334458600557
FDX28,OUT013,1647.5736197202232
NCD31,OUT013,2742.5844255960205
FDU57,OUT018,2104.5198139192994
FDI27,OUT046,729.980641986596
NCM42,OUT046,1618.563535285282
FDD32,OUT027,2137.0545359839402
FDI34,OUT013,3913.0039980697106
NCM29,OUT049,2189.339936699745
FDG46,OUT018,1501.663239025578
DRC01,OUT010,160.64515748163248
FDB15,OUT027,6048.367430035179
NCA17,OUT027,3518.3800965132436
FDF10,OUT046,2313.4992161443583
FDR26,OUT027,4577.209961571056
FDI02,OUT049,1883.9410811243656
NCM54,OUT010,544.1418812182499
FDF14,OUT013,2409.249055659882
FDJ33,OUT010,581.605821755642
FDM20,OUT035,4077.04412349902
FDC03,OUT027,5596.438869959708
NCX05,OUT046,1789.5513080067426
NCM41,OUT027,2375.690477509017
NCU29,OUT010,512.5008915563632
FDQ59,OUT017,1380.333522522688
FDH46,OUT010,592.1842445467952
FDH09,OUT013,796.7274888980135
NCD06,OUT045,770.9976442349356
FDC15,OUT035,2428.7719821329756
DRD37,OUT027,1105.992011286455
FDT28,OUT027,3679.927024259195
FDR28,OUT027,4146.095537096021
FDT38,OUT017,1394.6018227490893
FDV34,OUT027,1992.3886189383259
FDY52,OUT035,1085.713447485859
FDB34,OUT013,1358.7670053531278
DRL23,OUT018,1326.0482172603488
DRB24,OUT046,2351.6121388171873
FDJ50,OUT046,886.558975796791
FDQ49,OUT035,2461.0905867740967
FDP20,OUT035,2088.41818035548
FDV19,OUT027,4055.2827263977406
NCR54,OUT045,3037.8422501581845
FDO09,OUT010,833.4319495615895
FDS57,OUT018,1835.7332444649385
FDN10,OUT049,1954.971797019199
FDV23,OUT049,2092.7810026274333
FDY28,OUT049,3569.778184361828
DRG51,OUT013,2678.740906542823
FDD45,OUT019,340.6354889662059
NCL18,OUT027,5057.4256834341695
NCM29,OUT013,2154.4265509086167
FDF17,OUT027,5165.350040070251
FDE22,OUT017,2757.787854266486
FDQ22,OUT017,757.0470127877671
FDS01,OUT013,2961.12408301052
FDW35,OUT027,1049.1281888431743
FDJ33,OUT046,1950.714926017076
NCF54,OUT035,2951.5762079412484
FDE09,OUT013,1750.6391371614277
NCE06,OUT045,2615.700413675725
DRH49,OUT049,1299.4943085390737
FDY43,OUT045,2745.1141227795542
NCT05,OUT017,4144.348490570361
FDZ34,OUT045,3134.710001931389
FDL38,OUT017,1455.2390124781498
FDZ31,OUT017,3131.092318665629
FDR14,OUT035,905.9840888331045
NCN54,OUT049,1290.5149944070502
NCC42,OUT027,3476.9149994872523
FDK08,OUT017,1701.8179547224645
FDP59,OUT013,1551.2544726467027
FDV22,OUT035,2591.8598220617096
FDD33,OUT035,3833.48536348211
DRE60,OUT027,6311.138300053245
FDK52,OUT046,3808.974734836923
FDA02,OUT017,2455.617177389827
FDM56,OUT049,1716.2429181457826
FDE57,OUT035,2207.697453249444
FDM32,OUT045,1376.5919656577987
NCQ30,OUT027,3218.407649999851
FDQ27,OUT027,2531.4699303970233
FDT60,OUT027,3287.3471095506984
FDU43,OUT049,4010.21132095242
NCO55,OUT035,1731.1357228185204
FDG02,OUT045,3072.1137838587642
FDJ28,OUT013,3078.1416012754225
FDP40,OUT045,1823.335025021209
FDJ38,OUT045,3092.719951363126
NCC54,OUT017,4000.5467876453285
NCZ41,OUT046,1960.161308269147
FDK38,OUT019,435.08935747179913
FDU52,OUT013,2405.059586907205
FDC40,OUT046,1142.333468862574
NCR30,OUT017,1188.657623676344
NCN18,OUT017,1889.6818367514657
FDB50,OUT035,1340.4213322951687
FDG04,OUT013,3074.5558592326297
FDR26,OUT035,2770.9065191932846
NCT17,OUT018,2916.9588235926344
FDX35,OUT027,5597.686015335974
FDS12,OUT046,1979.6721440129754
NCZ29,OUT027,3412.501834565902
FDB38,OUT010,515.857419679506
FDP12,OUT013,700.7414956110042
FDP22,OUT046,793.0772953570101
FDS26,OUT018,3327.4987357655027
FDR52,OUT046,2945.6554692875175
DRJ13,OUT046,2564.186194537046
FDU48,OUT027,3376.0441005598836
FDE29,OUT035,999.5101663923463
NCT29,OUT049,2098.50375748687
DRK37,OUT018,2917.008410814156
FDK55,OUT046,1302.0324576730009
FDR07,OUT046,1586.524805289848
FDO21,OUT027,5847.815436605032
FDK46,OUT049,4517.1574200544455
FDB12,OUT045,1617.0132310258125
FDT31,OUT027,4678.99115769511
FDJ33,OUT045,1986.259240543029
FDC26,OUT027,2847.967017520562
NCQ02,OUT045,3041.460240034584
FDP08,OUT010,490.3070852600583
FDB11,OUT027,5905.424359000825
FDV55,OUT013,2410.9013252336836
FDW20,OUT049,2056.44948637741
NCJ18,OUT019,338.9829479636394
FDC41,OUT018,1019.4333432525606
FDE14,OUT027,2598.538512040816
FDG35,OUT013,2773.215315683632
FDF45,OUT035,965.8036922257761
FDS19,OUT027,2142.5115414299325
FDS58,OUT019,455.9234219945911
FDA26,OUT017,3940.3446095099625
FDM32,OUT049,1355.2325175173273
FDL45,OUT046,1994.1400059239058
FDZ55,OUT049,2604.877608713706
FDY37,OUT049,2241.0976297513807
FDO46,OUT046,2937.8521330527606
FDQ60,OUT046,1812.7507845710013
FDA19,OUT018,1745.8332650913833
FDL15,OUT046,2349.549300361269
FDM10,OUT018,2974.8420505088334
NCL05,OUT017,760.3294672401353
DRK49,OUT010,104.41230518331888
NCE18,OUT027,6058.690424583045
FDG40,OUT049,724.3609995607436
DRI59,OUT045,3847.318005350499
FDK28,OUT035,4460.35494032593
NCD06,OUT019,152.7128025691403
FDO11,OUT019,946.1175172536044
FDK27,OUT046,1798.877638971323
FDT43,OUT027,1368.6976732876924
FDD38,OUT018,1345.057755429577
FDA16,OUT049,3707.2191111865873
FDL14,OUT027,3626.546541104565
NCM17,OUT049,753.364577565882
FDD20,OUT045,2017.163234248424
FDA40,OUT045,1376.4915636302596
FDL43,OUT045,1273.158549331837
FDV15,OUT045,1634.050333977659
FDE52,OUT046,1379.1853830118932
NCL17,OUT010,500.2362527631263
NCJ31,OUT045,3669.037458642121
FDR60,OUT045,1251.3436710408703
NCA18,OUT035,1923.1053240003741
FDS21,OUT027,1818.290126419527
FDW09,OUT035,1358.2128605429846
FDL26,OUT035,2536.1858055990606
FDS47,OUT018,1201.1627391807249
FDC39,OUT046,3276.6051058887606
FDT51,OUT035,1841.0296453984818
FDK40,OUT035,4119.712060100756
NCG19,OUT045,3453.891365865995
FDZ07,OUT046,925.8392415582357
FDF08,OUT027,2400.776369799606
FDO04,OUT013,893.6188554780592
FDK41,OUT018,1114.715824713075
FDP15,OUT049,4387.841367259215
NCD43,OUT018,1342.8447711745716
NCP18,OUT013,2425.7550985935604
FDZ51,OUT046,1465.8631674471417
DRH13,OUT035,1762.346796340894
FDF38,OUT045,743.8765465849328
NCI43,OUT045,787.654148356707
FDM38,OUT027,1706.069276284006
FDS03,OUT013,1043.9233242891028
DRJ47,OUT017,2983.0686989985415
FDT50,OUT010,525.7500098209332
FDV02,OUT046,2778.531513730903
NCG18,OUT017,1759.5224523976483
FDW52,OUT046,2649.1842299137907
FDS40,OUT035,757.9530153790341
FDN31,OUT017,3154.828000250466
FDA37,OUT045,1969.1995093930184
FDA15,OUT046,3847.644384410597
FDL39,OUT046,2839.3792308736365
FDJ53,OUT045,1968.365065731313
FDX22,OUT013,3747.963106563165
NCZ42,OUT045,3907.436703330978
FDD56,OUT027,4647.10450871813
FDD40,OUT017,3177.4760067418715
FDS50,OUT013,3764.6010976830953
NCN14,OUT013,3282.5732222223482
FDT15,OUT013,3168.804778211723
NCS18,OUT027,2568.0390143113214
NCO26,OUT010,580.3081584208334
FDF58,OUT018,796.678627026053
NCB19,OUT013,1353.5025020682942
FDH26,OUT017,2230.666760496062
DRB24,OUT027,3597.8083340971157
FDA49,OUT018,1142.1512580813564
FDB32,OUT045,1518.4253039264693
FDI36,OUT017,3338.2523549442685
NCA17,OUT010,498.5300263074463
FDH22,OUT013,2046.7528719048585
NCM26,OUT018,2141.3184844794196
FDT15,OUT027,5230.567855462773
FDB16,OUT018,1134.7284011790168
NCP54,OUT027,3256.5152475787854
FDJ36,OUT013,1654.2690221656358
FDO28,OUT045,1813.8099843656294
FDU09,OUT013,885.6933124352809
FDF29,OUT017,2181.5235247105547
FDY08,OUT013,2151.699981026569
DRJ59,OUT018,528.4418421665179
FDT23,OUT027,2138.0524121618673
FDU15,OUT018,537.4554837424068
FDT47,OUT013,1649.2584862558804
FDI53,OUT019,501.78253428626726
FDR59,OUT018,3314.0392607361036
FDD53,OUT035,755.14245971309
FDY51,OUT017,3753.180653777495
FDT04,OUT049,733.1749224846143
FDU51,OUT049,2889.5131770342255
FDG14,OUT035,2476.2167003958007
NCU06,OUT045,4063.6998620672225
DRG25,OUT046,3008.687545901231
DRH49,OUT035,1367.7217286734983
FDN15,OUT035,2216.3451909579458
FDL43,OUT018,1058.400534498921
NCT18,OUT049,3189.317804074227
NCB31,OUT013,3805.540816900287
FDK57,OUT035,1922.1107663623125
FDY04,OUT019,451.60032050260463
NCP54,OUT046,1960.8095294251318
FDF41,OUT013,3746.8005126119783
FDM01,OUT045,1651.7132570553476
FDW03,OUT045,1666.6110610069418
FDF28,OUT045,1990.200468535497
FDY37,OUT017,2252.8381271943836
FDQ03,OUT017,4047.5864585215513
FDP51,OUT027,3091.100934811019
FDJ40,OUT017,1852.8477414041154
FDC32,OUT049,1520.7950363250618
DRI49,OUT027,2303.04196766134
NCW54,OUT017,950.188094830972
FDF09,OUT017,758.5203170934572
FDP45,OUT018,3433.8824211313754
DRJ23,OUT018,2889.280839470943
FDS59,OUT017,1866.8314949565072
FDY08,OUT046,2035.7386829661189
FDX16,OUT049,2448.2432387972103
FDY16,OUT018,2912.66632065611
FDK32,OUT035,2526.45275598983
FDQ22,OUT013,702.316030458158
NCC31,OUT018,2155.4887887204745
FDG58,OUT049,2472.545133587881
DRF48,OUT013,3059.0972795962984
DRH36,OUT049,1137.8919873710054
NCR30,OUT035,1216.7097982020457
FDB03,OUT019,638.5919332197233
FDZ28,OUT027,3355.647617540527
FDR35,OUT017,3186.501011553419
DRD15,OUT027,6007.438538350876
FDJ33,OUT019,370.4048121283395
FDA56,OUT010,600.5982545358966
FDP56,OUT046,757.9807987937313
NCT30,OUT046,745.6600466618438
FDK15,OUT017,1670.9785133339674
FDH44,OUT018,2138.738856961942
FDV01,OUT013,2398.2266385503017
DRG03,OUT017,2442.420991865074
FDG50,OUT027,2331.3074127006817
FDR16,OUT010,605.5412342020005
FDZ60,OUT046,1548.0160937321857
DRG03,OUT045,2354.943308521355
FDS56,OUT018,3304.91220553939
FDU33,OUT045,774.2328645477425
DRD27,OUT035,1642.7330926613668
FDW22,OUT046,3694.81296341414
DRA24,OUT045,2621.011071621343
FDF38,OUT049,742.661520126596
FDX48,OUT013,2422.387395838499
FDS58,OUT018,2444.240112390938
FDC32,OUT046,1423.82523877712
NCQ29,OUT045,3735.768780140689
DRK39,OUT018,1103.7008575050327
NCS38,OUT017,1943.8291731969982
DRO47,OUT013,1829.3762167033665
DRG27,OUT027,1095.2984451385487
FDC57,OUT027,5537.656633748495
FDS55,OUT046,2301.669663757912
NCJ06,OUT018,1496.7559880327337
FDO01,OUT019,314.63007655318023
NCM55,OUT045,3074.358013620357
FDC52,OUT049,2429.0104070084412
FDQ15,OUT045,1226.5517843704406
NCT30,OUT027,1349.044904658511
NCR42,OUT027,1048.8703393503179
FDD28,OUT035,961.6183701868629
FDQ34,OUT049,1693.6768921882847
FDZ12,OUT027,3494.200097610166
DRE13,OUT019,422.3735346219645
NCN07,OUT019,390.4786816806831
FDM28,OUT035,3000.832581000474
FDI10,OUT017,2939.523992861302
FDQ25,OUT013,2825.293727501391
FDA38,OUT010,759.3915977283442
DRI13,OUT049,3770.524050663566
FDY20,OUT027,2435.091396813714
NCZ53,OUT035,3147.2668240759217
NCM31,OUT013,2306.9457123835045
DRB01,OUT017,3133.944404584746
DRF37,OUT046,3958.1907957870167
NCF42,OUT049,2830.2615589140423
FDF16,OUT018,2059.410922316321
FDB41,OUT013,777.6440524929397
FDR34,OUT013,4058.1343799657607
FDR15,OUT018,2138.8457769107895
NCV42,OUT019,349.10513893361264
FDW51,OUT035,3589.4743580873323
FDU36,OUT017,1675.832386381355
FDX60,OUT049,1294.6660743260784
FDY03,OUT035,1951.9669408111713
FDW55,OUT045,4034.779307724628
FDT01,OUT010,589.9571349084569
FDG58,OUT013,2424.9507831470423
FDK21,OUT017,4308.157318276834
NCS41,OUT019,536.7277853344222
FDS10,OUT045,3028.473028607058
NCT53,OUT046,2582.8753161097134
FDJ28,OUT018,2899.084370821329
FDX44,OUT045,1331.7665087787639
FDT20,OUT018,544.5176845825886
FDO44,OUT017,1801.4380456554252
NCX17,OUT049,3464.9332787440944
FDY01,OUT017,1936.8104899771495
FDJ12,OUT027,5750.375500014477
DRK35,OUT018,536.0419433839992
FDD47,OUT019,480.11147487475216
NCM53,OUT035,1727.9246472610255
FDO45,OUT013,1340.6629365868089
NCM42,OUT010,581.3414840529142
FDE04,OUT046,2835.8844740445948
NCI30,OUT027,5993.877357602283
FDZ19,OUT013,2861.395121945996
FDW57,OUT013,2855.220536217813
FDA25,OUT013,1697.0348762177894
FDT22,OUT046,888.869267257125
FDP51,OUT013,1921.9449302126459
FDD48,OUT027,2986.6387727124893
FDY39,OUT035,3189.87477834099
FDO48,OUT010,917.6624416651968
FDD23,OUT027,5211.064222134261
DRN35,OUT027,1008.3717196585053
FDT01,OUT035,3553.930646164084
FDC20,OUT010,238.51094764429848
DRJ35,OUT035,1030.0085536674214
FDB32,OUT046,1438.1673721355187
FDL24,OUT046,2820.070249518932
NCV42,OUT035,1934.041142701653
FDZ46,OUT046,1641.1668654842163
FDC15,OUT013,2320.8665264044803
FDD08,OUT019,143.8925758474877
FDY50,OUT049,1415.9919462937119
FDD36,OUT013,1911.1241443867893
FDG57,OUT027,1349.2291640011638
FDL21,OUT018,547.0972227032164
FDN16,OUT027,2582.1767925065333
FDJ09,OUT027,1125.3125488402525
FDS01,OUT010,479.07805302730156
FDV33,OUT017,4164.582274928981
DRE12,OUT017,1929.3328612974462
FDR07,OUT013,1609.588098624518
FDP48,OUT010,727.9196829896656
NCB55,OUT035,935.0993967557482
FDQ08,OUT013,925.7396664696842
FDR34,OUT035,4235.0188083935755
FDO33,OUT046,1761.635216445269
FDP13,OUT045,724.6806224729386
FDX12,OUT049,4024.1572938131158
NCT06,OUT049,2801.5525504983125
FDR16,OUT019,735.1390822285299
FDE36,OUT046,2657.639753141429
FDZ36,OUT049,3134.703923813888
FDV13,OUT045,1371.4025316259685
NCZ17,OUT035,753.8359202954123
FDU56,OUT045,3157.416213146761
FDM09,OUT035,2946.4581801599234
FDV02,OUT017,2926.019069852441
FDS34,OUT018,1458.12069154788
FDA11,OUT049,1620.807493132695
FDP09,OUT017,3893.6706223153133
FDB29,OUT027,2932.2125882364385
FDT19,OUT017,3023.124955360422
DRH15,OUT017,758.3430267217201
FDY38,OUT046,3522.2993857052343
FDF14,OUT027,3576.9594966123123
FDN48,OUT010,542.1605678920585
FDQ12,OUT013,4039.72961439343
NCJ43,OUT045,2836.824026250035
FDE17,OUT019,398.5230466446685
FDB05,OUT035,4234.691017633398
FDH10,OUT045,2654.835177405032
NCR06,OUT017,778.2020796968325
FDU32,OUT018,1661.7424468337174
FDD56,OUT049,2890.551008351301
FDO36,OUT018,2742.792775721285
FDH16,OUT010,535.1227763820601
FDX10,OUT018,546.0349574980045
FDZ37,OUT017,1477.680768543688
FDU31,OUT010,670.4754599292277
DRC49,OUT049,2211.053283063206
FDL15,OUT045,2384.001477390933
FDN32,OUT019,646.2883255087409
DRH59,OUT027,1948.510171351156
NCU29,OUT049,2472.108887858375
FDR37,OUT019,786.7377600803334
FDS14,OUT018,2118.906313641789
FDU02,OUT027,6078.31271721212
FDJ08,OUT035,3084.2592954680636
NCZ06,OUT045,3652.7419124854105
FDO31,OUT049,1308.603064621668
FDH31,OUT018,1339.8415619107836
FDS58,OUT017,2705.6545889710583
NCA53,OUT027,1309.8975041709327
FDF50,OUT046,2881.025469959596
NCW42,OUT049,3969.1598214039727
NCQ17,OUT045,2384.614167187837
FDK51,OUT018,3638.0200734175623
NCW41,OUT010,565.8627217770558
NCR29,OUT017,946.6775613021728
FDB08,OUT019,422.5771872462285
FDA40,OUT027,2347.4611308431513
FDL14,OUT018,2216.1790627308146
FDB47,OUT046,3561.1039837341714
FDO03,OUT035,4115.554570622519
DRK13,OUT019,462.92800430659906
FDX13,OUT010,978.8812030271462
FDF52,OUT046,3039.9487339590914
FDT11,OUT013,3013.6069645209304
FDB08,OUT013,2615.4982819166335
FDQ28,OUT018,2182.089826777325
FDD29,OUT045,4025.956878707239
NCQ29,OUT027,6027.672137629462
NCO02,OUT013,1023.7721951998262
FDR56,OUT010,556.9522571689138
NCM54,OUT049,2110.6195084620963
FDP51,OUT035,1942.4185646881838
FDT38,OUT013,1296.0027629546016
FDZ20,OUT018,3565.549028820871
FDJ53,OUT013,2021.9544791148428
FDX13,OUT049,4347.783884582802
FDP58,OUT035,3722.0468590233513
NCK31,OUT019,233.9190991370062
FDA35,OUT018,1616.6893454016
FDV37,OUT018,2939.608909546946
NCO07,OUT027,5544.874155042578
FDA20,OUT045,3084.497023254763
FDZ59,OUT035,2805.1375622278624
NCY17,OUT017,765.672442338904
FDQ28,OUT035,2483.615912221267
FDV35,OUT017,2437.703883706585
FDQ36,OUT013,697.4660496944555
FDD34,OUT018,2495.1669098569496
FDK51,OUT045,3887.490531756211
FDV31,OUT035,2857.273593573312
FDR04,OUT035,1677.6883933758309
FDR14,OUT049,892.0998919863034
DRC36,OUT010,475.7554795670694
FDE39,OUT019,346.55558606159497
FDP57,OUT049,1676.7315824359578
FDE57,OUT046,2081.43951691637
NCN18,OUT046,1697.0784182760503
NCQ05,OUT018,2113.5016229712605
FDW47,OUT035,1968.4533303481912
FDV46,OUT035,2197.431703737936
NCP29,OUT045,999.2265496055796
FDE09,OUT018,1407.6900625451715
NCU06,OUT027,6217.073766952997
FDT19,OUT010,461.88816002904275
DRF15,OUT017,2443.7560504407375
DRI51,OUT013,2771.4058701068934
NCX54,OUT013,1667.4971174678878
DRE01,OUT013,3787.608928337833
NCB07,OUT045,2990.3243916981796
FDU50,OUT035,1881.629317201456
FDG40,OUT035,749.7678398815946
FDW10,OUT018,2752.177764948361
FDX51,OUT013,3099.5714937154
NCP17,OUT045,1012.3990211690522
FDP21,OUT035,3185.7356613749066
FDL04,OUT045,1603.345570168066
FDV23,OUT013,2039.0489365101787
FDF24,OUT046,1252.067505203691
FDH56,OUT027,3104.723371962212
FDB51,OUT049,944.3683998257708
FDI58,OUT027,2496.6092488848035
FDR20,OUT013,773.2043990041326
FDC51,OUT018,1619.994085857302
FDB16,OUT027,2194.474699056503
FDE40,OUT049,937.2501319455617
NCM17,OUT035,770.1382237992887
FDU56,OUT035,3213.697904252188
FDS32,OUT019,408.6838022431164
FDX02,OUT049,3916.662648791802
FDT39,OUT027,3609.1526844850687
FDE35,OUT017,995.3015000335648
NCI42,OUT019,750.7260523802164
DRL23,OUT046,1611.7781934761572
FDA10,OUT046,1873.7061855560603
FDA11,OUT013,1579.3270513296088
NCM06,OUT046,2331.3728504375026
NCT05,OUT035,4119.476437783728
NCQ02,OUT010,624.4970020096761
NCY06,OUT049,2177.746257142003
FDY56,OUT035,4052.699159067696
FDL02,OUT035,1734.6084642226754
NCI06,OUT035,2924.867677806812
FDQ14,OUT045,2329.3470872422204
FDQ12,OUT017,4137.612540584237
FDP36,OUT046,753.8890674800758
FDK21,OUT027,6302.976140321182
FDO40,OUT045,2389.171472099781
NCK54,OUT019,355.0027923060113
FDY09,OUT018,2769.39554872174
NCW30,OUT049,4091.508691479944
NCC55,OUT027,1036.8355955189868
FDE58,OUT018,1485.4902586086519
FDR39,OUT013,3122.8223699002087
FDU28,OUT049,3022.1514853542717
FDH08,OUT017,4216.451416109844
FDG35,OUT045,2719.479306859163
FDG22,OUT049,726.6485021466995
FDC34,OUT035,2506.4509306394084
FDP15,OUT018,3450.475823112982
FDK34,OUT010,888.0181833289606
FDU45,OUT035,1967.2118159401907
FDQ04,OUT027,1097.0269171885284
FDX22,OUT018,3186.2896685671412
FDB45,OUT017,1666.2562511952733
NCH43,OUT027,5369.84461390725
DRE60,OUT046,3558.7016085541886
FDD17,OUT027,6113.684169921938
NCM54,OUT017,2118.4459082027233
NCH55,OUT013,2065.638565734242
NCT06,OUT017,2786.9967737243715
FDA48,OUT027,5829.529354712071
FDY58,OUT027,6238.714367649341
FDO25,OUT045,3549.324392568818
FDN50,OUT045,1580.9432655708954
FDH35,OUT035,2813.226742407968
FDK09,OUT045,3845.7928872767793
FDO16,OUT013,1320.198526259207
FDW11,OUT045,1028.8535301308877
FDU47,OUT027,3663.944526899796
NCQ42,OUT010,516.0590510772256
FDK55,OUT027,2367.4497004543596
FDN08,OUT049,1957.0597243468467
FDT57,OUT045,3986.057217083523
FDJ12,OUT018,3159.1206038156934
DRL59,OUT017,890.0229361942097
NCN53,OUT046,734.544019945851
FDO51,OUT010,120.49076908594233
FDK56,OUT017,3056.558662570455
FDY12,OUT035,883.7732156683329
FDU15,OUT035,766.5377704141911
FDQ19,OUT046,3755.607186518503
DRF15,OUT045,2344.0056696330716
DRE25,OUT019,373.02111242294814
FDK57,OUT018,1502.7259684078815
FDD33,OUT010,670.6929068718076
FDR34,OUT027,6057.596500095722
FDU04,OUT045,2012.7293721322033
FDE35,OUT019,307.87659624002447
